,epoch,iteration,train_loss,test_loss,train_acc,test_acc
0,0.0,0.0,57.369110107421875,57.58009338378906,0.0859375,0.1015625
1,0.0,50.0,57.27657699584961,57.28643798828125,0.109375,0.1015625
2,0.0,100.0,56.51113510131836,56.61623764038086,0.09375,0.1328125
3,0.0,150.0,55.26615524291992,55.32462692260742,0.1171875,0.09375
4,0.0,200.0,53.79564666748047,53.4454345703125,0.1015625,0.1171875
5,0.0,250.0,52.15895080566406,51.574337005615234,0.1953125,0.21875
6,0.0,300.0,51.08849334716797,50.8076057434082,0.25,0.25
7,0.0,350.0,49.51686096191406,49.31843566894531,0.3359375,0.3359375
8,0.0,400.0,47.599849700927734,47.751827239990234,0.4296875,0.4453125
9,0.0,450.0,47.16567611694336,47.02021408081055,0.5,0.46875
10,0.0,467.0,47.36365509033203,45.99720001220703,0.515625,0.59375
